team,season,matchday,points_cum,goal_diff_cum,xg_diff_cum
Athletic Club,2022-23,26,36,8,0.5999999999999995
Athletic Club,2022-23,27,37,8,-0.3000000000000005
Athletic Club,2022-23,28,40,9,-0.6000000000000003
Athletic Club,2022-23,29,43,11,0.5999999999999996
Athletic Club,2022-23,30,46,12,0.8999999999999997
Athletic Club,2022-23,31,46,11,0.5999999999999996
Athletic Club,2022-23,32,47,11,-0.10000000000000031
Athletic Club,2022-23,33,47,10,-1.7000000000000004
Athletic Club,2022-23,34,47,6,-3.8000000000000007
Athletic Club,2022-23,35,50,7,-2.8000000000000003
Athletic Club,2022-23,36,50,5,-3.6000000000000005
Athletic Club,2022-23,37,50,4,-6.0
Athletic Club,2022-23,38,51,4,-7.3
Atlético Madrid,2022-23,1,3,3,1.8
Atlético Madrid,2022-23,2,3,1,0.19999999999999996
Atlético Madrid,2022-23,3,6,2,-0.30000000000000004
Atlético Madrid,2022-23,4,7,2,-0.40000000000000013
Atlético Madrid,2022-23,5,10,5,2.8999999999999995
Atlético Madrid,2022-23,6,10,4,2.8999999999999995
Atlético Madrid,2022-23,7,13,6,2.6999999999999993
Atlético Madrid,2022-23,8,16,7,2.7999999999999994
Atlético Madrid,2022-23,9,19,8,3.499999999999999
Atlético Madrid,2022-23,10,20,8,3.3999999999999995
Atlético Madrid,2022-23,11,23,9,4.6
Atlético Madrid,2022-23,12,23,8,5.299999999999999
Atlético Madrid,2022-23,13,24,8,4.3999999999999995
Atlético Madrid,2022-23,14,24,7,3.099999999999999
Atlético Madrid,2022-23,15,27,9,3.3999999999999995
Atlético Madrid,2022-23,16,27,8,1.6999999999999993
Atlético Madrid,2022-23,17,28,8,0.2999999999999994
Atlético Madrid,2022-23,18,31,11,-4.440892098500626e-16
Atlético Madrid,2022-23,19,34,12,-0.6000000000000005
Atlético Madrid,2022-23,20,35,12,-0.3000000000000005
Atlético Madrid,2022-23,21,38,13,-0.2000000000000005
Atlético Madrid,2022-23,22,41,14,-0.40000000000000047
Atlético Madrid,2022-23,23,42,14,0.2999999999999995
Atlético Madrid,2022-23,24,45,19,3.099999999999999
Atlético Madrid,2022-23,25,48,20,2.1999999999999993
Atlético Madrid,2022-23,26,51,23,3.2999999999999994
Atlético Madrid,2022-23,27,54,24,2.6999999999999993
Atlético Madrid,2022-23,28,57,25,2.7999999999999994
Atlético Madrid,2022-23,29,60,26,2.4999999999999996
Atlético Madrid,2022-23,30,60,25,1.1999999999999995
Atlético Madrid,2022-23,31,63,27,1.4999999999999993
Atlético Madrid,2022-23,32,66,30,4.499999999999999
Atlético Madrid,2022-23,33,69,34,6.499999999999999
Atlético Madrid,2022-23,34,69,33,4.999999999999999
Atlético Madrid,2022-23,35,72,36,6.1
Atlético Madrid,2022-23,36,73,36,6.799999999999999
Atlético Madrid,2022-23,37,76,37,8.1
Atlético Madrid,2022-23,38,77,37,8.299999999999999
Barcelona,2022-23,1,1,0,-1.9
Barcelona,2022-23,2,4,3,0.0
Barcelona,2022-23,3,7,7,1.4
Barcelona,2022-23,4,10,10,0.3999999999999999
Barcelona,2022-23,5,13,14,1.0
Barcelona,2022-23,6,16,17,0.10000000000000009
Barcelona,2022-23,7,19,18,0.40000000000000013
Barcelona,2022-23,8,22,19,-0.5999999999999999
Barcelona,2022-23,9,22,17,-1.5999999999999999
Barcelona,2022-23,10,25,20,-0.7
Barcelona,2022-23,11,28,24,1.9000000000000001
Barcelona,2022-23,12,31,25,1.3
Barcelona,2022-23,13,34,27,-0.7
Barcelona,2022-23,14,37,28,0.5
Barcelona,2022-23,15,38,28,-0.7000000000000002
Barcelona,2022-23,16,41,29,-0.40000000000000013
Barcelona,2022-23,17,44,30,-0.30000000000000004
Barcelona,2022-23,18,47,31,0.0
Barcelona,2022-23,19,50,32,-0.10000000000000009
Barcelona,2022-23,20,53,35,0.19999999999999973
Barcelona,2022-23,21,56,36,-0.5000000000000002
Barcelona,2022-23,22,59,38,-0.7000000000000004
Barcelona,2022-23,23,59,37,-2.1000000000000005
Barcelona,2022-23,24,62,38,-2.9000000000000004
Barcelona,2022-23,25,65,39,-2.8000000000000003
Barcelona,2022-23,26,68,40,-2.4000000000000004
Barcelona,2022-23,27,71,44,-0.10000000000000053
Barcelona,2022-23,28,72,44,-1.4000000000000006
Barcelona,2022-23,29,73,44,-2.9000000000000004
Barcelona,2022-23,30,76,45,-3.7000000000000006
Barcelona,2022-23,31,76,44,-3.6000000000000005
Barcelona,2022-23,32,79,48,-2.6000000000000005
Barcelona,2022-23,33,82,49,-4.4
Barcelona,2022-23,34,85,51,-3.5000000000000004
Barcelona,2022-23,35,85,50,-4.0
Barcelona,2022-23,36,85,48,-4.7
Barcelona,2022-23,37,88,51,-5.300000000000001
Barcelona,2022-23,38,88,50,-5.5
Real Betis,2022-23,1,3,3,-0.10000000000000009
Real Betis,2022-23,2,6,4,-0.20000000000000018
Real Betis,2022-23,3,9,5,0.2999999999999998
Real Betis,2022-23,4,9,4,0.7999999999999998
Real Betis,2022-23,5,12,5,0.3999999999999999
Real Betis,2022-23,6,15,6,0.7999999999999998
Real Betis,2022-23,7,15,5,-0.1000000000000002
Real Betis,2022-23,8,16,5,-0.6000000000000002
Real Betis,2022-23,9,19,7,-0.1000000000000002
Real Betis,2022-23,10,20,7,-1.0000000000000002
Real Betis,2022-23,11,20,6,-1.4000000000000001
Real Betis,2022-23,12,23,8,-0.7000000000000002
Real Betis,2022-23,13,24,8,-0.7000000000000002
Real Betis,2022-23,14,24,5,-0.9000000000000001
Real Betis,2022-23,15,25,5,-1.4000000000000001
Real Betis,2022-23,16,28,6,-0.30000000000000004
Real Betis,2022-23,17,28,5,0.09999999999999998
Real Betis,2022-23,18,28,4,-0.8
Real Betis,2022-23,19,31,5,-1.5
Real Betis,2022-23,20,31,4,-1.9
Real Betis,2022-23,21,34,5,-1.4
Real Betis,2022-23,22,37,6,-1.7999999999999998
Real Betis,2022-23,23,40,7,-2.8999999999999995
Real Betis,2022-23,24,41,7,-3.3999999999999995
Real Betis,2022-23,25,42,7,-3.3999999999999995
Real Betis,2022-23,26,45,8,-3.1999999999999993
Real Betis,2022-23,27,45,7,-3.7999999999999994
Real Betis,2022-23,28,45,5,-5.0
Real Betis,2022-23,29,48,7,-3.9999999999999996
Real Betis,2022-23,30,48,6,-3.9999999999999996
Real Betis,2022-23,31,49,6,-5.0
Real Betis,2022-23,32,49,2,-5.199999999999999
Real Betis,2022-23,33,52,3,-5.3999999999999995
Real Betis,2022-23,34,55,5,-3.8999999999999995
Real Betis,2022-23,35,56,5,-3.9999999999999996
Real Betis,2022-23,36,56,4,-5.199999999999999
Real Betis,2022-23,37,59,5,-5.699999999999999
Real Betis,2022-23,38,60,5,-5.3
Celta Vigo,2022-23,1,1,0,1.6
Celta Vigo,2022-23,2,1,-3,1.2000000000000002
Celta Vigo,2022-23,3,4,-2,1.2000000000000002
Celta Vigo,2022-23,4,7,1,3.5
Celta Vigo,2022-23,5,7,-2,2.8
Celta Vigo,2022-23,6,7,-5,2.3
Celta Vigo,2022-23,7,10,-4,2.4
Celta Vigo,2022-23,8,10,-5,0.8999999999999999
Celta Vigo,2022-23,9,10,-6,1.4
Celta Vigo,2022-23,10,10,-9,-0.20000000000000018
Celta Vigo,2022-23,11,11,-9,0.09999999999999987
Celta Vigo,2022-23,12,11,-11,0.7999999999999998
Celta Vigo,2022-23,13,11,-12,1.0999999999999999
Celta Vigo,2022-23,14,12,-12,0.19999999999999984
Celta Vigo,2022-23,15,13,-12,-0.8000000000000002
Celta Vigo,2022-23,16,16,-11,-1.8000000000000003
Celta Vigo,2022-23,17,17,-11,-2.9000000000000004
Celta Vigo,2022-23,18,17,-12,-3.4000000000000004
Celta Vigo,2022-23,19,20,-11,-3.1000000000000005
Celta Vigo,2022-23,20,23,-10,-1.0
Celta Vigo,2022-23,21,23,-11,-1.9
Celta Vigo,2022-23,22,24,-11,-2.3
Celta Vigo,2022-23,23,27,-8,-1.1
Celta Vigo,2022-23,24,28,-8,-2.2
Celta Vigo,2022-23,25,31,-5,-1.6
Celta Vigo,2022-23,26,34,-3,-0.20000000000000018
Celta Vigo,2022-23,27,35,-3,-0.20000000000000018
Celta Vigo,2022-23,28,36,-3,1.1999999999999997
Celta Vigo,2022-23,29,36,-4,0.3999999999999997
Celta Vigo,2022-23,30,36,-6,-0.5000000000000003
Celta Vigo,2022-23,31,39,-5,-0.8000000000000004
Celta Vigo,2022-23,32,39,-7,-0.7000000000000004
Celta Vigo,2022-23,33,39,-8,-1.0000000000000004
Celta Vigo,2022-23,34,39,-9,-0.7000000000000004
Celta Vigo,2022-23,35,39,-10,-0.2000000000000004
Celta Vigo,2022-23,36,40,-10,-0.40000000000000036
Celta Vigo,2022-23,37,40,-11,-1.0000000000000004
Celta Vigo,2022-23,38,43,-10,0.2999999999999998
Cádiz,2022-23,1,0,-1,-0.2
Cádiz,2022-23,2,0,-3,-1.2
Cádiz,2022-23,3,0,-7,-1.6
Cádiz,2022-23,4,0,-10,-1.9
Cádiz,2022-23,5,0,-14,-2.3
Cádiz,2022-23,6,3,-13,-1.6
Cádiz,2022-23,7,4,-13,-2.3
Cádiz,2022-23,8,5,-13,-1.6
Cádiz,2022-23,9,6,-13,-1.7000000000000002
Cádiz,2022-23,10,7,-13,-2.6
Cádiz,2022-23,11,7,-17,-1.8000000000000003
Cádiz,2022-23,12,10,-16,0.09999999999999964
Cádiz,2022-23,13,11,-16,-1.3000000000000003
Cádiz,2022-23,14,11,-17,-1.2000000000000002
Cádiz,2022-23,15,12,-17,-1.5000000000000004
Cádiz,2022-23,16,15,-16,-0.9000000000000004
Cádiz,2022-23,17,16,-16,-1.5000000000000004
Cádiz,2022-23,18,16,-17,-1.6000000000000005
Cádiz,2022-23,19,19,-15,-1.5000000000000004
Cádiz,2022-23,20,19,-18,-2.1000000000000005
Cádiz,2022-23,21,22,-16,-0.8000000000000003
Cádiz,2022-23,22,22,-18,-1.8000000000000003
Cádiz,2022-23,23,25,-17,-1.6000000000000003
Cádiz,2022-23,24,26,-17,-2.2
Cádiz,2022-23,25,27,-17,-1.9000000000000004
Cádiz,2022-23,26,28,-17,-2.3000000000000003
Cádiz,2022-23,27,28,-19,-3.4000000000000004
Cádiz,2022-23,28,31,-17,-4.300000000000001
Cádiz,2022-23,29,31,-19,-5.0
Cádiz,2022-23,30,32,-19,-6.4
Cádiz,2022-23,31,32,-20,-7.8
Cádiz,2022-23,32,35,-19,-7.6
Cádiz,2022-23,33,35,-23,-6.6
Cádiz,2022-23,34,35,-24,-7.3
Cádiz,2022-23,35,38,-22,-7.5
Cádiz,2022-23,36,38,-24,-9.2
Cádiz,2022-23,37,41,-23,-9.9
Cádiz,2022-23,38,42,-23,-11.4
Elche,2022-23,1,0,-3,-0.4
Elche,2022-23,2,1,-3,-0.4
Elche,2022-23,3,1,-4,-1.1
Elche,2022-23,4,1,-8,-1.7
Elche,2022-23,5,1,-11,-1.6
Elche,2022-23,6,1,-14,-1.6
Elche,2022-23,7,1,-15,-1.7000000000000002
Elche,2022-23,8,2,-15,-1.2000000000000002
Elche,2022-23,9,3,-15,-0.9
Elche,2022-23,10,3,-18,-1.7000000000000002
Elche,2022-23,11,4,-18,-0.20000000000000018
Elche,2022-23,12,4,-19,-1.5000000000000002
Elche,2022-23,13,4,-20,-0.7000000000000002
Elche,2022-23,14,4,-21,-0.30000000000000016
Elche,2022-23,15,4,-23,-0.7000000000000002
Elche,2022-23,16,4,-24,-1.7000000000000002
Elche,2022-23,17,5,-24,-1.3000000000000003
Elche,2022-23,18,6,-24,-1.5
Elche,2022-23,19,6,-27,-1.9000000000000001
Elche,2022-23,20,9,-25,-1.9000000000000001
Elche,2022-23,21,9,-29,-2.5
Elche,2022-23,22,9,-30,-4.300000000000001
Elche,2022-23,23,9,-31,-3.3000000000000003
Elche,2022-23,24,12,-30,-3.2
Elche,2022-23,25,13,-30,-4.2
Elche,2022-23,26,13,-32,-4.3
Elche,2022-23,27,13,-36,-5.1000000000000005
Elche,2022-23,28,13,-37,-4.8
Elche,2022-23,29,13,-39,-5.5
Elche,2022-23,30,13,-41,-6.1
Elche,2022-23,31,13,-42,-7.2
Elche,2022-23,32,16,-38,-6.0
Elche,2022-23,33,16,-39,-6.0
Elche,2022-23,34,19,-38,-6.4
Elche,2022-23,35,20,-38,-6.5
Elche,2022-23,36,21,-38,-7.0
Elche,2022-23,37,24,-37,-6.9
Elche,2022-23,38,25,-37,-7.5
Espanyol,2022-23,1,1,0,0.8999999999999999
Espanyol,2022-23,2,1,-2,0.09999999999999987
Espanyol,2022-23,3,1,-4,-0.20000000000000018
Espanyol,2022-23,4,4,-3,0.19999999999999984
Espanyol,2022-23,5,4,-4,-0.30000000000000016
Espanyol,2022-23,6,4,-5,-0.1000000000000002
Espanyol,2022-23,7,5,-5,1.0999999999999996
Espanyol,2022-23,8,6,-5,1.7999999999999998
Espanyol,2022-23,9,9,-4,1.4999999999999998
Espanyol,2022-23,10,9,-5,0.4999999999999998
Espanyol,2022-23,11,10,-5,0.2999999999999996
Espanyol,2022-23,12,11,-5,0.9999999999999996
Espanyol,2022-23,13,12,-5,1.2999999999999996
Espanyol,2022-23,14,12,-6,0.1999999999999995
Espanyol,2022-23,15,13,-6,0.2999999999999995
Espanyol,2022-23,16,14,-6,0.7999999999999995
Espanyol,2022-23,17,17,-5,1.9999999999999996
Espanyol,2022-23,18,20,-4,0.6999999999999995
Espanyol,2022-23,19,20,-6,0.8999999999999995
Espanyol,2022-23,20,21,-6,0.49999999999999956
Espanyol,2022-23,21,21,-7,1.2999999999999996
Espanyol,2022-23,22,24,-6,0.9999999999999996
Espanyol,2022-23,23,27,-5,1.5999999999999996
Espanyol,2022-23,24,27,-6,1.3999999999999997
Espanyol,2022-23,25,27,-8,1.1999999999999997
Espanyol,2022-23,26,27,-10,0.9999999999999998
Espanyol,2022-23,27,27,-11,0.9999999999999998
Espanyol,2022-23,28,27,-12,1.0999999999999996
Espanyol,2022-23,29,27,-14,1.2999999999999998
Espanyol,2022-23,30,28,-14,-4.440892098500626e-16
Espanyol,2022-23,31,28,-16,1.0999999999999996
Espanyol,2022-23,32,31,-15,-0.30000000000000027
Espanyol,2022-23,33,31,-16,0.6999999999999997
Espanyol,2022-23,34,31,-18,-4.440892098500626e-16
Espanyol,2022-23,35,34,-17,0.39999999999999947
Espanyol,2022-23,36,35,-17,0.39999999999999947
Espanyol,2022-23,37,36,-17,1.1999999999999995
Espanyol,2022-23,38,37,-17,3.5999999999999996
Getafe,2022-23,1,0,-3,-0.7
Getafe,2022-23,2,0,-5,-0.29999999999999993
Getafe,2022-23,3,1,-5,-0.5999999999999999
Getafe,2022-23,4,1,-9,0.20000000000000018
Getafe,2022-23,5,4,-8,1.1
Getafe,2022-23,6,7,-6,2.3
Getafe,2022-23,7,7,-7,1.5000000000000002
Getafe,2022-23,8,7,-8,1.2000000000000002
Getafe,2022-23,9,8,-8,0.8000000000000003
Getafe,2022-23,10,9,-8,2.0
Getafe,2022-23,11,10,-8,2.8000000000000003
Getafe,2022-23,12,13,-7,3.4000000000000004
Getafe,2022-23,13,14,-7,2.8000000000000003
Getafe,2022-23,14,14,-8,2.4000000000000004
Getafe,2022-23,15,17,-6,3.2
Getafe,2022-23,16,17,-7,3.5000000000000004
Getafe,2022-23,17,17,-8,4.0
Getafe,2022-23,18,17,-9,2.9000000000000004
Getafe,2022-23,19,17,-10,2.6000000000000005
Getafe,2022-23,20,18,-10,2.4000000000000004
Getafe,2022-23,21,19,-10,2.0000000000000004
Getafe,2022-23,22,22,-9,1.2000000000000004
Getafe,2022-23,23,22,-10,1.6000000000000005
Getafe,2022-23,24,25,-9,3.1000000000000005
Getafe,2022-23,25,26,-9,2.4000000000000004
Getafe,2022-23,26,29,-7,2.7
Getafe,2022-23,27,30,-7,1.9000000000000004
Getafe,2022-23,28,30,-9,1.6000000000000003
Getafe,2022-23,29,31,-9,1.1000000000000003
Getafe,2022-23,30,31,-11,2.0000000000000004
Getafe,2022-23,31,31,-12,1.4000000000000004
Getafe,2022-23,32,31,-13,0.9000000000000004
Getafe,2022-23,33,34,-12,-0.7999999999999998
Getafe,2022-23,34,34,-13,-1.4999999999999998
Getafe,2022-23,35,35,-13,-1.9999999999999998
Getafe,2022-23,36,38,-12,-1.4999999999999998
Getafe,2022-23,37,41,-11,-1.9999999999999998
Getafe,2022-23,38,42,-11,-2.5
Girona,2022-23,1,0,-1,-0.1
Girona,2022-23,2,3,1,1.7999999999999998
Girona,2022-23,3,3,0,0.7999999999999998
Girona,2022-23,4,4,0,0.5999999999999999
Girona,2022-23,5,7,1,0.7
Girona,2022-23,6,7,0,0.3999999999999999
Girona,2022-23,7,7,-2,2.4
Girona,2022-23,8,7,-3,2.5999999999999996
Girona,2022-23,9,8,-3,1.3
Girona,2022-23,10,8,-4,0.5000000000000002
Girona,2022-23,11,9,-4,1.1
Girona,2022-23,12,10,-4,0.7000000000000003
Girona,2022-23,13,13,-3,1.7000000000000002
Girona,2022-23,14,16,-2,1.4000000000000004
Girona,2022-23,15,17,-2,1.1000000000000005
Girona,2022-23,16,18,-2,1.9000000000000008
Girona,2022-23,17,21,-1,1.7000000000000006
Girona,2022-23,18,21,-2,1.1000000000000005
Girona,2022-23,19,21,-3,4.440892098500626e-16
Girona,2022-23,20,24,-2,-1.2999999999999994
Girona,2022-23,21,24,-4,-1.4999999999999993
Girona,2022-23,22,27,0,1.5000000000000007
Girona,2022-23,23,30,1,3.4000000000000004
Girona,2022-23,24,30,0,4.6000000000000005
Girona,2022-23,25,30,-1,4.2
Girona,2022-23,26,31,-1,4.4
Girona,2022-23,27,34,0,4.800000000000001
Girona,2022-23,28,35,0,4.2
Girona,2022-23,29,38,2,4.9
Girona,2022-23,30,38,1,3.9000000000000004
Girona,2022-23,31,41,3,5.6000000000000005
Girona,2022-23,32,44,5,6.800000000000001
Girona,2022-23,33,47,6,7.1000000000000005
Girona,2022-23,34,48,6,7.9
Girona,2022-23,35,48,5,7.700000000000001
Girona,2022-23,36,49,5,7.500000000000001
Girona,2022-23,37,49,4,7.500000000000001
Girona,2022-23,38,49,3,7.6000000000000005
Mallorca,2022-23,1,1,0,-0.4
Mallorca,2022-23,2,1,-1,0.0
Mallorca,2022-23,3,4,1,1.2
Mallorca,2022-23,4,5,1,1.5
Mallorca,2022-23,5,5,-2,2.0
Mallorca,2022-23,6,8,-1,2.4
Mallorca,2022-23,7,8,-2,1.2000000000000002
Mallorca,2022-23,8,9,-2,-0.09999999999999964
Mallorca,2022-23,9,9,-3,-0.7999999999999996
Mallorca,2022-23,10,9,-4,-1.6999999999999997
Mallorca,2022-23,11,12,-3,-1.1999999999999997
Mallorca,2022-23,12,13,-3,-1.5999999999999996
Mallorca,2022-23,13,16,-1,4.440892098500626e-16
Mallorca,2022-23,14,19,0,-0.2999999999999996
Mallorca,2022-23,15,19,-2,-0.8999999999999996
Mallorca,2022-23,16,22,-1,-1.0999999999999996
Mallorca,2022-23,17,22,-2,-1.5999999999999996
Mallorca,2022-23,18,25,-1,-1.0999999999999996
Mallorca,2022-23,19,25,-3,-1.4999999999999996
Mallorca,2022-23,20,28,-2,-0.6999999999999995
Mallorca,2022-23,21,28,-4,-0.9999999999999996
Mallorca,2022-23,22,31,-2,0.8000000000000003
Mallorca,2022-23,23,31,-3,1.1000000000000003
Mallorca,2022-23,24,31,-4,0.2000000000000003
Mallorca,2022-23,25,32,-4,-0.19999999999999962
Mallorca,2022-23,26,32,-5,-0.39999999999999963
Mallorca,2022-23,27,33,-5,-0.8999999999999997
Mallorca,2022-23,28,34,-5,0.30000000000000027
Mallorca,2022-23,29,37,-4,0.30000000000000027
Mallorca,2022-23,30,40,-2,1.8000000000000003
Mallorca,2022-23,31,40,-4,1.9000000000000004
Mallorca,2022-23,32,41,-4,2.0
Mallorca,2022-23,33,41,-5,1.6000000000000003
Mallorca,2022-23,34,44,-4,1.4000000000000004
Mallorca,2022-23,35,44,-7,0.6000000000000003
Mallorca,2022-23,36,47,-6,1.1000000000000003
Mallorca,2022-23,37,47,-9,1.0000000000000002
Mallorca,2022-23,38,50,-6,1.8000000000000003
Osasuna,2022-23,1,3,1,0.5
Osasuna,2022-23,2,6,3,-0.20000000000000018
Osasuna,2022-23,3,6,2,-1.5000000000000002
Osasuna,2022-23,4,9,3,-1.9000000000000001
Osasuna,2022-23,5,12,4,-2.9000000000000004
Osasuna,2022-23,6,12,2,-3.4000000000000004
Osasuna,2022-23,7,13,2,-2.9000000000000004
Osasuna,2022-23,8,13,1,-3.5
Osasuna,2022-23,9,13,-1,-4.0
Osasuna,2022-23,10,16,0,-4.0
Osasuna,2022-23,11,17,0,-3.6
Osasuna,2022-23,12,20,2,-4.1000000000000005
Osasuna,2022-23,13,23,3,-2.5
Osasuna,2022-23,14,23,2,-2.5
Osasuna,2022-23,15,23,0,-2.9
Osasuna,2022-23,16,24,0,-3.3
Osasuna,2022-23,17,27,1,-3.9000000000000004
Osasuna,2022-23,18,28,1,-3.4000000000000004
Osasuna,2022-23,19,28,0,-4.3
Osasuna,2022-23,20,29,0,-4.2
Osasuna,2022-23,21,30,0,-4.9
Osasuna,2022-23,22,30,-2,-5.4
Osasuna,2022-23,23,33,-1,-3.3
Osasuna,2022-23,24,34,-1,-4.1
Osasuna,2022-23,25,34,-2,-4.3999999999999995
Osasuna,2022-23,26,34,-5,-5.3
Osasuna,2022-23,27,35,-5,-5.8
Osasuna,2022-23,28,38,-4,-5.0
Osasuna,2022-23,29,38,-5,-4.6
Osasuna,2022-23,30,41,-4,-3.0999999999999996
Osasuna,2022-23,31,44,-3,-3.0999999999999996
Osasuna,2022-23,32,44,-5,-4.5
Osasuna,2022-23,33,44,-6,-4.8999999999999995
Osasuna,2022-23,34,47,-4,-3.7999999999999994
Osasuna,2022-23,35,47,-7,-4.6
Osasuna,2022-23,36,50,-5,-3.3999999999999995
Osasuna,2022-23,37,50,-6,-2.8999999999999995
Osasuna,2022-23,38,53,-5,-2.6999999999999993
Rayo Vallecano,2022-23,1,1,0,-0.5
Rayo Vallecano,2022-23,2,4,2,0.10000000000000009
Rayo Vallecano,2022-23,3,4,0,-0.5999999999999999
Rayo Vallecano,2022-23,4,4,-1,0.20000000000000018
Rayo Vallecano,2022-23,5,7,0,0.5000000000000002
Rayo Vallecano,2022-23,6,7,-1,1.8000000000000003
Rayo Vallecano,2022-23,7,10,0,2.9000000000000004
Rayo Vallecano,2022-23,8,10,-2,3.1000000000000005
Rayo Vallecano,2022-23,9,11,-2,1.5000000000000002
Rayo Vallecano,2022-23,10,12,-2,0.7000000000000002
Rayo Vallecano,2022-23,11,15,2,2.0
Rayo Vallecano,2022-23,12,18,3,2.3
Rayo Vallecano,2022-23,13,21,4,3.8
Rayo Vallecano,2022-23,14,22,4,3.4
Rayo Vallecano,2022-23,15,23,4,4.4
Rayo Vallecano,2022-23,16,23,3,3.8
Rayo Vallecano,2022-23,17,26,4,3.6999999999999997
Rayo Vallecano,2022-23,18,26,2,2.8
Rayo Vallecano,2022-23,19,29,3,2.8
Rayo Vallecano,2022-23,20,32,5,3.6999999999999997
Rayo Vallecano,2022-23,21,33,5,2.4999999999999996
Rayo Vallecano,2022-23,22,34,5,2.1999999999999993
Rayo Vallecano,2022-23,23,34,4,1.5999999999999996
Rayo Vallecano,2022-23,24,35,4,0.49999999999999956
Rayo Vallecano,2022-23,25,35,1,-0.6000000000000005
Rayo Vallecano,2022-23,26,36,1,-0.5000000000000004
Rayo Vallecano,2022-23,27,37,1,-0.3000000000000005
Rayo Vallecano,2022-23,28,37,0,-4.440892098500626e-16
Rayo Vallecano,2022-23,29,40,1,1.0999999999999996
Rayo Vallecano,2022-23,30,40,0,1.5999999999999996
Rayo Vallecano,2022-23,31,43,1,2.8999999999999995
Rayo Vallecano,2022-23,32,43,-3,2.0999999999999996
Rayo Vallecano,2022-23,33,46,-2,2.6999999999999997
Rayo Vallecano,2022-23,34,46,-4,2.3999999999999995
Rayo Vallecano,2022-23,35,46,-5,1.3999999999999997
Rayo Vallecano,2022-23,36,46,-6,1.6999999999999997
Rayo Vallecano,2022-23,37,49,-5,2.3
Rayo Vallecano,2022-23,38,49,-8,1.1999999999999997
Real Madrid,2022-23,1,3,1,-0.10000000000000009
Real Madrid,2022-23,2,6,4,0.19999999999999973
Real Madrid,2022-23,3,9,6,1.0999999999999996
Real Madrid,2022-23,4,12,7,0.19999999999999973
Real Madrid,2022-23,5,15,10,1.9
Real Madrid,2022-23,6,18,11,3.0
Real Madrid,2022-23,7,19,11,1.5
Real Madrid,2022-23,8,22,12,1.1
Real Madrid,2022-23,9,25,14,3.0
Real Madrid,2022-23,10,28,17,4.5
Real Madrid,2022-23,11,31,19,4.5
Real Madrid,2022-23,12,32,19,2.6
Real Madrid,2022-23,13,32,18,2.2
Real Madrid,2022-23,14,35,19,2.2
Real Madrid,2022-23,15,38,21,1.9000000000000004
Real Madrid,2022-23,16,38,20,0.7000000000000002
Real Madrid,2022-23,17,41,22,0.40000000000000036
Real Madrid,2022-23,18,44,24,1.3000000000000003
Real Madrid,2022-23,19,45,24,2.220446049250313e-16
Real Madrid,2022-23,20,45,23,-1.6999999999999997
Real Madrid,2022-23,21,48,27,-1.7999999999999994
Real Madrid,2022-23,22,51,29,-1.0999999999999994
Real Madrid,2022-23,23,52,29,-1.6999999999999995
Real Madrid,2022-23,24,53,29,-3.1999999999999993
Real Madrid,2022-23,25,56,31,-1.8999999999999995
Real Madrid,2022-23,26,56,30,-1.3999999999999995
Real Madrid,2022-23,27,59,36,0.10000000000000053
Real Madrid,2022-23,28,59,35,-0.2999999999999994
Real Madrid,2022-23,29,62,37,-1.7999999999999994
Real Madrid,2022-23,30,65,39,-1.2999999999999994
Real Madrid,2022-23,31,65,37,-1.0999999999999994
Real Madrid,2022-23,32,68,39,0.10000000000000075
Real Madrid,2022-23,33,68,37,-0.6999999999999993
Real Madrid,2022-23,34,71,38,-0.5999999999999993
Real Madrid,2022-23,35,71,37,-1.9999999999999991
Real Madrid,2022-23,36,74,38,-1.2999999999999992
Real Madrid,2022-23,37,77,39,-0.0999999999999992
Real Madrid,2022-23,38,78,39,-0.8999999999999992
Real Sociedad,2022-23,1,3,1,-0.7
Real Sociedad,2022-23,2,3,-2,-0.5
Real Sociedad,2022-23,3,6,-1,-1.3
Real Sociedad,2022-23,4,7,-1,-1.7
Real Sociedad,2022-23,5,7,-2,-1.9
Real Sociedad,2022-23,6,10,-1,-1.7999999999999998
Real Sociedad,2022-23,7,13,1,1.1
Real Sociedad,2022-23,8,16,2,0.9000000000000001
Real Sociedad,2022-23,9,19,3,2.1
Real Sociedad,2022-23,10,22,4,1.9000000000000001
Real Sociedad,2022-23,11,22,3,1.0
Real Sociedad,2022-23,12,22,1,0.10000000000000009
Real Sociedad,2022-23,13,23,1,0.0
Real Sociedad,2022-23,14,26,2,0.30000000000000004
Real Sociedad,2022-23,15,29,4,0.9000000000000001
Real Sociedad,2022-23,16,32,6,1.2000000000000002
Real Sociedad,2022-23,17,35,8,2.2
Real Sociedad,2022-23,18,38,10,2.6
Real Sociedad,2022-23,19,39,10,2.2
Real Sociedad,2022-23,20,39,9,1.0
Real Sociedad,2022-23,21,42,10,2.6
Real Sociedad,2022-23,22,43,10,2.2
Real Sociedad,2022-23,23,43,9,1.5000000000000002
Real Sociedad,2022-23,24,44,9,0.30000000000000027
Real Sociedad,2022-23,25,45,9,0.8000000000000003
Real Sociedad,2022-23,26,48,11,0.8000000000000003
Real Sociedad,2022-23,27,48,9,-0.19999999999999973
Real Sociedad,2022-23,28,51,11,-0.2999999999999998
Real Sociedad,2022-23,29,51,9,-1.6999999999999997
Real Sociedad,2022-23,30,54,10,-0.2999999999999998
