team,season,matchday,points_cum,goal_diff_cum,xg_diff_cum
Granada,2023-24,30,14,-30,-2.8
Granada,2023-24,31,17,-28,-2.0999999999999996
Granada,2023-24,32,18,-28,-1.2999999999999996
Granada,2023-24,33,21,-25,-0.8999999999999997
Granada,2023-24,34,21,-28,-1.2999999999999998
Granada,2023-24,35,21,-32,-2.3
Granada,2023-24,36,21,-33,-2.4999999999999996
Granada,2023-24,37,21,-34,-3.3999999999999995
Granada,2023-24,38,21,-41,-4.3999999999999995
Las Palmas,2023-24,1,1,0,0.09999999999999998
Las Palmas,2023-24,2,1,-1,-0.4
Las Palmas,2023-24,3,2,-1,-1.3
Las Palmas,2023-24,4,2,-2,-2.4000000000000004
Las Palmas,2023-24,5,2,-3,-3.4000000000000004
Las Palmas,2023-24,6,5,-2,-3.0
Las Palmas,2023-24,7,5,-4,-3.7
Las Palmas,2023-24,8,8,-3,-3.4
Las Palmas,2023-24,9,11,-2,-2.5
Las Palmas,2023-24,10,11,-3,-3.8000000000000003
Las Palmas,2023-24,11,14,-2,-2.7
Las Palmas,2023-24,12,17,-1,-1.1
Las Palmas,2023-24,13,18,-1,-0.5000000000000001
Las Palmas,2023-24,14,18,-2,-1.1
Las Palmas,2023-24,15,21,0,-0.6000000000000001
Las Palmas,2023-24,16,24,1,-1.1102230246251565e-16
Las Palmas,2023-24,17,25,1,0.29999999999999993
Las Palmas,2023-24,18,25,0,-5.551115123125783e-17
Las Palmas,2023-24,19,25,-1,0.3
Las Palmas,2023-24,20,28,2,2.5
Las Palmas,2023-24,21,31,4,3.8
Las Palmas,2023-24,22,31,3,4.1
Las Palmas,2023-24,23,32,3,4.1
Las Palmas,2023-24,24,35,5,4.8
Las Palmas,2023-24,25,35,0,4.1
Las Palmas,2023-24,26,36,0,4.4
Las Palmas,2023-24,27,37,0,5.8
Las Palmas,2023-24,28,37,-2,4.6
Las Palmas,2023-24,29,37,-3,3.7
Las Palmas,2023-24,30,37,-4,3.4
Las Palmas,2023-24,31,37,-6,3.3000000000000003
Las Palmas,2023-24,32,37,-9,3.3000000000000003
Las Palmas,2023-24,33,37,-11,1.7
Las Palmas,2023-24,34,37,-13,1.2
Las Palmas,2023-24,35,37,-14,0.7999999999999999
Las Palmas,2023-24,36,38,-14,0.5000000000000001
Las Palmas,2023-24,37,39,-14,-0.09999999999999987
Las Palmas,2023-24,38,40,-14,-0.09999999999999987
Mallorca,2023-24,1,1,0,-0.6000000000000001
Mallorca,2023-24,2,1,-1,-1.0
Mallorca,2023-24,3,1,-2,-1.6
Mallorca,2023-24,4,2,-2,-2.0
Mallorca,2023-24,5,5,-1,-1.8000000000000003
Mallorca,2023-24,6,5,-3,-0.6000000000000003
Mallorca,2023-24,7,6,-3,0.5999999999999996
Mallorca,2023-24,8,7,-3,1.0999999999999996
Mallorca,2023-24,9,8,-3,1.4999999999999996
Mallorca,2023-24,10,8,-4,-0.40000000000000036
Mallorca,2023-24,11,9,-4,-1.3000000000000003
Mallorca,2023-24,12,9,-6,-1.9000000000000004
Mallorca,2023-24,13,10,-6,-2.0000000000000004
Mallorca,2023-24,14,10,-7,-3.1000000000000005
Mallorca,2023-24,15,11,-7,-3.9000000000000004
Mallorca,2023-24,16,14,-6,-3.4000000000000004
Mallorca,2023-24,17,15,-6,-5.300000000000001
Mallorca,2023-24,18,18,-5,-3.4000000000000004
Mallorca,2023-24,19,18,-6,-4.000000000000001
Mallorca,2023-24,20,19,-6,-4.800000000000001
Mallorca,2023-24,21,20,-6,-4.200000000000001
Mallorca,2023-24,22,20,-7,-5.700000000000001
Mallorca,2023-24,23,20,-11,-6.1000000000000005
Mallorca,2023-24,24,23,-10,-5.0
Mallorca,2023-24,25,23,-11,-4.1000000000000005
Mallorca,2023-24,26,24,-11,-5.300000000000001
Mallorca,2023-24,27,27,-10,-5.500000000000001
Mallorca,2023-24,28,27,-11,-6.1000000000000005
Mallorca,2023-24,29,30,-10,-6.700000000000001
Mallorca,2023-24,30,31,-10,-7.6000000000000005
Mallorca,2023-24,31,31,-11,-8.200000000000001
Mallorca,2023-24,32,31,-12,-7.9
Mallorca,2023-24,33,32,-12,-7.800000000000001
Mallorca,2023-24,34,32,-13,-8.0
Mallorca,2023-24,35,35,-12,-7.300000000000001
Mallorca,2023-24,36,36,-12,-7.300000000000001
Mallorca,2023-24,37,37,-12,-8.3
Mallorca,2023-24,38,40,-11,-7.700000000000001
Osasuna,2023-24,1,3,2,1.0
Osasuna,2023-24,2,3,0,-0.30000000000000004
Osasuna,2023-24,3,6,1,0.5
Osasuna,2023-24,4,6,0,0.7
Osasuna,2023-24,5,6,-1,1.5999999999999999
Osasuna,2023-24,6,7,-1,0.19999999999999996
Osasuna,2023-24,7,7,-3,-0.8
Osasuna,2023-24,8,10,-1,0.09999999999999987
Osasuna,2023-24,9,10,-5,-0.40000000000000013
Osasuna,2023-24,10,13,-3,-0.5000000000000002
Osasuna,2023-24,11,13,-4,0.09999999999999976
Osasuna,2023-24,12,13,-6,0.6999999999999998
Osasuna,2023-24,13,14,-6,0.6999999999999998
Osasuna,2023-24,14,14,-8,0.6999999999999998
Osasuna,2023-24,15,15,-8,0.9999999999999999
Osasuna,2023-24,16,16,-8,0.3999999999999998
Osasuna,2023-24,17,19,-7,0.19999999999999984
Osasuna,2023-24,18,19,-8,0.5999999999999998
Osasuna,2023-24,19,22,-7,0.2999999999999997
Osasuna,2023-24,20,22,-8,-0.7000000000000003
Osasuna,2023-24,21,25,-7,1.0999999999999996
Osasuna,2023-24,22,26,-7,0.8999999999999999
Osasuna,2023-24,23,26,-10,-0.20000000000000018
Osasuna,2023-24,24,29,-9,0.2999999999999998
Osasuna,2023-24,25,32,-7,0.2999999999999998
Osasuna,2023-24,26,33,-7,0.5999999999999999
Osasuna,2023-24,27,36,-6,0.5999999999999999
Osasuna,2023-24,28,36,-8,0.39999999999999986
Osasuna,2023-24,29,36,-10,1.7
Osasuna,2023-24,30,39,-7,3.7
Osasuna,2023-24,31,39,-8,1.8000000000000003
Osasuna,2023-24,32,39,-9,2.3000000000000003
Osasuna,2023-24,33,39,-12,1.5000000000000002
Osasuna,2023-24,34,39,-14,0.7000000000000002
Osasuna,2023-24,35,40,-14,1.7000000000000002
Osasuna,2023-24,36,41,-14,2.3000000000000003
Osasuna,2023-24,37,44,-11,4.5
Osasuna,2023-24,38,45,-11,4.6000000000000005
Rayo Vallecano,2023-24,1,3,2,-0.10000000000000009
Rayo Vallecano,2023-24,2,6,4,-0.20000000000000018
Rayo Vallecano,2023-24,3,6,-3,-0.8000000000000002
Rayo Vallecano,2023-24,4,6,-4,-2.3000000000000003
Rayo Vallecano,2023-24,5,9,-2,-2.9000000000000004
Rayo Vallecano,2023-24,6,10,-2,-3.1000000000000005
Rayo Vallecano,2023-24,7,11,-2,-3.4000000000000004
Rayo Vallecano,2023-24,8,12,-2,-3.7
Rayo Vallecano,2023-24,9,13,-2,-2.7
Rayo Vallecano,2023-24,10,16,-1,-3.1
Rayo Vallecano,2023-24,11,17,-1,-2.1
Rayo Vallecano,2023-24,12,18,-1,-2.2
Rayo Vallecano,2023-24,13,18,-2,-2.9
Rayo Vallecano,2023-24,14,19,-2,-2.6
Rayo Vallecano,2023-24,15,19,-6,-3.1
Rayo Vallecano,2023-24,16,20,-6,-4.3
Rayo Vallecano,2023-24,17,20,-7,-5.0
Rayo Vallecano,2023-24,18,20,-8,-5.3
Rayo Vallecano,2023-24,19,23,-6,-5.199999999999999
Rayo Vallecano,2023-24,20,23,-7,-4.6
Rayo Vallecano,2023-24,21,23,-9,-6.199999999999999
Rayo Vallecano,2023-24,22,24,-9,-6.3
Rayo Vallecano,2023-24,23,24,-10,-7.1
Rayo Vallecano,2023-24,24,24,-11,-7.7
Rayo Vallecano,2023-24,25,25,-11,-7.8
Rayo Vallecano,2023-24,26,25,-14,-8.3
Rayo Vallecano,2023-24,27,26,-14,-8.0
Rayo Vallecano,2023-24,28,26,-15,-8.6
Rayo Vallecano,2023-24,29,29,-13,-7.3
Rayo Vallecano,2023-24,30,30,-13,-7.8999999999999995
Rayo Vallecano,2023-24,31,31,-13,-8.9
Rayo Vallecano,2023-24,32,34,-12,-7.4
Rayo Vallecano,2023-24,33,34,-15,-8.4
Rayo Vallecano,2023-24,34,34,-16,-9.8
Rayo Vallecano,2023-24,35,35,-16,-10.4
Rayo Vallecano,2023-24,36,38,-15,-10.9
Rayo Vallecano,2023-24,37,38,-18,-12.2
Rayo Vallecano,2023-24,38,38,-19,-13.3
Real Madrid,2023-24,1,3,2,1.1
Real Madrid,2023-24,2,6,4,2.1
Real Madrid,2023-24,3,9,5,1.7000000000000002
Real Madrid,2023-24,4,12,6,0.9000000000000004
Real Madrid,2023-24,5,15,7,0.9000000000000004
Real Madrid,2023-24,6,15,5,0.9000000000000004
Real Madrid,2023-24,7,18,7,1.2000000000000004
Real Madrid,2023-24,8,21,10,1.9000000000000006
Real Madrid,2023-24,9,24,14,2.7
Real Madrid,2023-24,10,25,14,2.1000000000000005
Real Madrid,2023-24,11,28,15,3.0
Real Madrid,2023-24,12,29,15,0.7999999999999998
Real Madrid,2023-24,13,32,19,4.1
Real Madrid,2023-24,14,35,22,5.5
Real Madrid,2023-24,15,38,24,5.699999999999999
Real Madrid,2023-24,16,39,24,5.699999999999999
Real Madrid,2023-24,17,42,27,7.3999999999999995
Real Madrid,2023-24,18,45,28,7.8
Real Madrid,2023-24,19,48,29,7.1
Real Madrid,2023-24,20,51,31,7.1
Real Madrid,2023-24,21,54,32,7.8999999999999995
Real Madrid,2023-24,22,57,33,7.6
Real Madrid,2023-24,23,58,33,6.7
Real Madrid,2023-24,24,61,37,7.5
Real Madrid,2023-24,25,62,37,7.3999999999999995
Real Madrid,2023-24,26,65,38,7.3999999999999995
Real Madrid,2023-24,27,66,38,7.199999999999999
Real Madrid,2023-24,28,69,42,7.8
Real Madrid,2023-24,29,72,44,8.899999999999999
Real Madrid,2023-24,30,75,46,9.799999999999999
Real Madrid,2023-24,31,78,47,9.299999999999999
Real Madrid,2023-24,32,81,48,10.0
Real Madrid,2023-24,33,84,49,10.6
Real Madrid,2023-24,34,87,52,11.299999999999999
Real Madrid,2023-24,35,90,56,13.8
Real Madrid,2023-24,36,93,61,16.3
Real Madrid,2023-24,37,94,61,19.3
Real Madrid,2023-24,38,95,61,18.3
Real Sociedad,2023-24,1,1,0,0.0
Real Sociedad,2023-24,2,2,0,0.30000000000000004
Real Sociedad,2023-24,3,3,0,-0.7
Real Sociedad,2023-24,4,6,2,2.0
Real Sociedad,2023-24,5,6,1,1.4
Real Sociedad,2023-24,6,9,2,3.4
Real Sociedad,2023-24,7,12,3,4.2
Real Sociedad,2023-24,8,15,6,5.8
Real Sociedad,2023-24,9,15,5,5.6
Real Sociedad,2023-24,10,18,6,5.3
Real Sociedad,2023-24,11,19,6,5.3
Real Sociedad,2023-24,12,19,5,4.4
Real Sociedad,2023-24,13,22,7,5.0
Real Sociedad,2023-24,14,25,8,6.300000000000001
Real Sociedad,2023-24,15,26,8,5.6000000000000005
Real Sociedad,2023-24,16,29,11,7.1000000000000005
Real Sociedad,2023-24,17,30,11,6.0
Real Sociedad,2023-24,18,31,11,5.5
Real Sociedad,2023-24,19,32,11,5.300000000000001
Real Sociedad,2023-24,20,32,10,5.2
Real Sociedad,2023-24,21,35,11,5.4
Real Sociedad,2023-24,22,36,11,5.2
Real Sociedad,2023-24,23,37,11,4.6
Real Sociedad,2023-24,24,37,10,3.1
Real Sociedad,2023-24,25,40,11,4.0
Real Sociedad,2023-24,26,40,9,3.5
Real Sociedad,2023-24,27,40,8,4.0
Real Sociedad,2023-24,28,43,9,4.9
Real Sociedad,2023-24,29,46,11,5.0
Real Sociedad,2023-24,30,49,12,5.1
Real Sociedad,2023-24,31,50,12,5.6
Real Sociedad,2023-24,32,51,12,5.4
Real Sociedad,2023-24,33,51,11,4.8
Real Sociedad,2023-24,34,54,13,6.2
Real Sociedad,2023-24,35,54,11,5.5
Real Sociedad,2023-24,36,57,12,5.2
Real Sociedad,2023-24,37,60,14,6.8
Real Sociedad,2023-24,38,60,12,6.2
Sevilla,2023-24,1,0,-1,0.30000000000000004
Sevilla,2023-24,2,0,-2,2.7
Sevilla,2023-24,3,0,-3,1.9999999999999998
Sevilla,2023-24,4,0,-4,1.6999999999999997
Sevilla,2023-24,5,3,-3,0.9999999999999998
Sevilla,2023-24,6,4,-3,0.19999999999999973
Sevilla,2023-24,7,7,1,2.9999999999999996
Sevilla,2023-24,8,7,0,1.8999999999999995
Sevilla,2023-24,9,8,0,2.8999999999999995
Sevilla,2023-24,10,9,0,2.3999999999999995
Sevilla,2023-24,11,10,0,3.1999999999999993
Sevilla,2023-24,12,11,0,3.2999999999999994
Sevilla,2023-24,13,12,0,3.5999999999999996
Sevilla,2023-24,14,12,-1,3.9999999999999996
Sevilla,2023-24,15,13,-1,3.1999999999999993
Sevilla,2023-24,16,13,-2,2.5999999999999996
Sevilla,2023-24,17,13,-5,1.5999999999999996
Sevilla,2023-24,18,16,-2,4.1
Sevilla,2023-24,19,16,-4,3.3999999999999995
Sevilla,2023-24,20,16,-5,3.1999999999999993
Sevilla,2023-24,21,16,-9,3.4999999999999996
Sevilla,2023-24,22,17,-9,3.6999999999999993
Sevilla,2023-24,23,20,-8,4.3999999999999995
Sevilla,2023-24,24,23,-7,4.3999999999999995
Sevilla,2023-24,25,24,-7,4.3999999999999995
Sevilla,2023-24,26,24,-8,3.5999999999999996
Sevilla,2023-24,27,27,-7,4.6
Sevilla,2023-24,28,28,-7,4.199999999999999
Sevilla,2023-24,29,28,-8,3.4999999999999996
Sevilla,2023-24,30,31,-7,3.6999999999999993
Sevilla,2023-24,31,34,-5,3.5999999999999996
Sevilla,2023-24,32,37,-4,4.499999999999999
Sevilla,2023-24,33,38,-4,4.1
Sevilla,2023-24,34,41,-1,5.3999999999999995
Sevilla,2023-24,35,41,-2,5.699999999999999
Sevilla,2023-24,36,41,-3,4.3999999999999995
Sevilla,2023-24,37,41,-5,3.4999999999999996
Sevilla,2023-24,38,41,-6,2.9999999999999996
Valencia,2023-24,1,3,1,0.8999999999999999
Valencia,2023-24,2,6,2,0.3999999999999999
Valencia,2023-24,3,6,1,-0.30000000000000004
Valencia,2023-24,4,6,0,-1.1
Valencia,2023-24,5,9,3,0.5999999999999999
Valencia,2023-24,6,10,3,1.7999999999999998
Valencia,2023-24,7,10,2,1.4
Valencia,2023-24,8,10,-1,0.6999999999999998
Valencia,2023-24,9,11,-1,1.1999999999999997
Valencia,2023-24,10,14,1,1.6999999999999997
Valencia,2023-24,11,15,1,1.7999999999999998
Valencia,2023-24,12,18,2,1.6
Valencia,2023-24,13,18,-2,0.9
Valencia,2023-24,14,19,-2,0.4
Valencia,2023-24,15,19,-3,0.4
Valencia,2023-24,16,19,-4,0.30000000000000004
Valencia,2023-24,17,20,-4,0.8
Valencia,2023-24,18,23,-3,1.5
Valencia,2023-24,19,26,-1,1.7000000000000002
Valencia,2023-24,20,29,2,3.8000000000000003
Valencia,2023-24,21,32,3,3.9000000000000004
Valencia,2023-24,22,32,1,3.4000000000000004
Valencia,2023-24,23,35,2,4.0
Valencia,2023-24,24,35,0,3.5000000000000004
Valencia,2023-24,25,36,0,2.5000000000000004
Valencia,2023-24,26,39,1,3.1000000000000005
Valencia,2023-24,27,40,1,4.0
Valencia,2023-24,28,43,2,4.2
Valencia,2023-24,29,43,1,3.1
Valencia,2023-24,30,44,1,1.6
Valencia,2023-24,31,47,2,2.4000000000000004
Valencia,2023-24,32,47,1,2.3
Valencia,2023-24,33,47,-1,2.2
Valencia,2023-24,34,47,-2,1.2999999999999998
Valencia,2023-24,35,48,-2,0.0
Valencia,2023-24,36,48,-3,-0.8
Valencia,2023-24,37,48,-5,-3.0
Valencia,2023-24,38,49,-5,-3.0
Villarreal,2023-24,1,0,-1,0.09999999999999998
Villarreal,2023-24,2,3,0,-0.7000000000000001
Villarreal,2023-24,3,3,-1,0.4
Villarreal,2023-24,4,3,-3,1.1
Villarreal,2023-24,5,6,-2,2.2
Villarreal,2023-24,6,7,-2,1.6
Villarreal,2023-24,7,7,-3,0.8
Villarreal,2023-24,8,8,-3,0.7000000000000001
Villarreal,2023-24,9,8,-4,0.7000000000000001
Villarreal,2023-24,10,9,-4,0.20000000000000007
Villarreal,2023-24,11,12,-3,1.6
Villarreal,2023-24,12,12,-4,1.5
Villarreal,2023-24,13,12,-6,1.7
Villarreal,2023-24,14,15,-4,2.3
Villarreal,2023-24,15,16,-4,2.1
Villarreal,2023-24,16,16,-7,-0.10000000000000009
Villarreal,2023-24,17,16,-10,0.09999999999999987
Villarreal,2023-24,18,19,-9,0.7
Villarreal,2023-24,19,19,-11,1.2
Villarreal,2023-24,20,19,-14,-0.8
Villarreal,2023-24,21,20,-14,-1.7
Villarreal,2023-24,22,23,-12,1.2
Villarreal,2023-24,23,24,-12,0.0
Villarreal,2023-24,24,25,-12,-0.19999999999999996
Villarreal,2023-24,25,26,-12,-0.3999999999999999
Villarreal,2023-24,26,29,-10,1.6
Villarreal,2023-24,27,32,-6,4.6
Villarreal,2023-24,28,35,-5,6.2
Villarreal,2023-24,29,38,-4,5.2
Villarreal,2023-24,30,38,-5,5.4
Villarreal,2023-24,31,39,-5,4.3
Villarreal,2023-24,32,42,-4,4.7
Villarreal,2023-24,33,45,-1,6.3
Villarreal,2023-24,34,45,-2,7.7
Villarreal,2023-24,35,48,-1,7.6
Villarreal,2023-24,36,51,0,8.0
Villarreal,2023-24,37,52,0,10.3
Villarreal,2023-24,38,53,0,9.7
Alavés,2024-25,1,0,-1,-0.6000000000000001
Alavés,2024-25,2,1,-1,-0.8
Alavés,2024-25,3,4,0,-0.4000000000000002
Alavés,2024-25,4,7,2,-0.4000000000000002
Alavés,2024-25,5,7,1,-0.3000000000000001
Alavés,2024-25,6,10,2,0.5999999999999999
Alavés,2024-25,7,10,1,1.7
Alavés,2024-25,8,10,-1,1.2
Alavés,2024-25,9,10,-4,0.5
Alavés,2024-25,10,10,-5,2.0
Alavés,2024-25,11,10,-6,1.1
Alavés,2024-25,12,13,-5,0.9999999999999999
Alavés,2024-25,13,13,-8,0.4999999999999999
Alavés,2024-25,14,13,-9,0.5999999999999999
Alavés,2024-25,15,14,-9,0.4999999999999998
Alavés,2024-25,16,15,-9,1.1999999999999997
Alavés,2024-25,17,16,-9,1.2999999999999998
Alavés,2024-25,18,17,-9,1.6999999999999997
Alavés,2024-25,19,17,-10,0.39999999999999947
Alavés,2024-25,20,20,-8,1.8999999999999995
Alavés,2024-25,21,21,-8,1.9999999999999996
Alavés,2024-25,22,21,-9,1.8999999999999995
Alavés,2024-25,23,21,-10,0.49999999999999956
Alavés,2024-25,24,22,-10,1.7999999999999996
Alavés,2024-25,25,22,-11,-4.440892098500626e-16
Alavés,2024-25,26,23,-11,-0.6000000000000005
Alavés,2024-25,27,26,-10,-0.6000000000000005
Alavés,2024-25,28,27,-10,-0.3000000000000005
Alavés,2024-25,29,27,-12,-1.8000000000000005
Alavés,2024-25,30,30,-11,-1.6000000000000005
Alavés,2024-25,31,30,-12,-2.2000000000000006
Alavés,2024-25,32,31,-12,-2.2000000000000006
Alavés,2024-25,33,34,-11,-1.8000000000000005
Alavés,2024-25,34,35,-11,-2.3000000000000007
Alavés,2024-25,35,35,-12,-2.7000000000000006
Alavés,2024-25,36,38,-11,-3.5000000000000004
Alavés,2024-25,37,41,-10,-3.9000000000000004
Alavés,2024-25,38,42,-10,-4.9
Athletic Club,2024-25,1,1,0,0.7
Athletic Club,2024-25,2,1,-1,0.7
Athletic Club,2024-25,3,4,0,0.30000000000000004
Athletic Club,2024-25,4,4,-1,5.551115123125783e-17
Athletic Club,2024-25,5,7,0,1.3
Athletic Club,2024-25,6,10,2,3.5999999999999996
Athletic Club,2024-25,7,13,4,4.3
Athletic Club,2024-25,8,14,4,3.3
Athletic Club,2024-25,9,14,3,1.1999999999999993
Athletic Club,2024-25,10,17,6,3.8999999999999995
Athletic Club,2024-25,11,18,6,3.2999999999999994
Athletic Club,2024-25,12,19,6,0.2999999999999994
Athletic Club,2024-25,13,20,6,0.09999999999999942
Athletic Club,2024-25,14,23,7,-0.20000000000000062
Athletic Club,2024-25,15,26,8,1.0999999999999994
Athletic Club,2024-25,16,29,10,1.8999999999999995
Athletic Club,2024-25,17,30,10,2.1999999999999993
Athletic Club,2024-25,18,33,11,2.9999999999999996
Athletic Club,2024-25,19,36,12,3.1999999999999993
Athletic Club,2024-25,20,39,13,3.3999999999999995
Athletic Club,2024-25,21,40,13,1.2999999999999994
Athletic Club,2024-25,22,41,13,1.8999999999999995
Athletic Club,2024-25,23,44,16,1.2999999999999994
Athletic Club,2024-25,24,45,16,1.2999999999999994
Athletic Club,2024-25,25,48,22,4.5
Athletic Club,2024-25,26,48,21,3.3999999999999995
Athletic Club,2024-25,27,49,21,3.6999999999999993
Athletic Club,2024-25,28,52,22,3.3999999999999995
Athletic Club,2024-25,29,53,22,2.6999999999999993
Athletic Club,2024-25,30,54,22,1.8999999999999995
Athletic Club,2024-25,31,57,24,3.2999999999999994
Athletic Club,2024-25,32,57,23,3.099999999999999
Athletic Club,2024-25,33,60,24,1.9999999999999993
Athletic Club,2024-25,34,61,24,1.7999999999999994
Athletic Club,2024-25,35,64,25,1.4999999999999993
Athletic Club,2024-25,36,67,27,2.2999999999999994
Athletic Club,2024-25,37,70,28,2.1999999999999993
Athletic Club,2024-25,38,70,25,0.9999999999999993
Atlético Madrid,2024-25,1,1,0,0.8999999999999999
Atlético Madrid,2024-25,2,4,3,2.7
Atlético Madrid,2024-25,3,5,3,0.40000000000000036
Atlético Madrid,2024-25,4,8,4,-0.2999999999999996
Atlético Madrid,2024-25,5,11,7,-0.3999999999999997
Atlético Madrid,2024-25,6,12,7,0.10000000000000031
Atlético Madrid,2024-25,7,15,8,0.5000000000000003
Atlético Madrid,2024-25,8,16,8,0.2000000000000003
Atlético Madrid,2024-25,9,17,8,0.7000000000000003
Atlético Madrid,2024-25,10,20,10,-0.7000000000000001
Atlético Madrid,2024-25,11,20,9,-1.2000000000000002
Atlético Madrid,2024-25,12,23,11,-0.8000000000000002
Atlético Madrid,2024-25,13,26,12,-0.40000000000000013
Atlético Madrid,2024-25,14,29,13,-2.220446049250313e-16
Atlético Madrid,2024-25,15,32,18,0.9999999999999998
Atlético Madrid,2024-25,16,35,19,3.0
Atlético Madrid,2024-25,17,38,20,2.3
Atlético Madrid,2024-25,18,41,21,3.6
Atlético Madrid,2024-25,19,44,22,2.1
Atlético Madrid,2024-25,20,44,21,-0.2999999999999998
Atlético Madrid,2024-25,21,45,21,-0.9999999999999998
Atlético Madrid,2024-25,22,48,23,-0.2999999999999998
Atlético Madrid,2024-25,23,49,23,-0.7999999999999998
Atlético Madrid,2024-25,24,50,23,-0.3999999999999998
Atlético Madrid,2024-25,25,53,26,1.3000000000000003
Atlético Madrid,2024-25,26,56,27,0.09999999999999987
Atlético Madrid,2024-25,27,56,26,0.19999999999999984
Atlético Madrid,2024-25,28,56,24,0.7999999999999999
Atlético Madrid,2024-25,29,57,24,0.9999999999999999
Atlético Madrid,2024-25,30,60,25,1.6999999999999997
Atlético Madrid,2024-25,31,63,27,2.3
Atlético Madrid,2024-25,32,63,26,1.5
Atlético Madrid,2024-25,33,66,29,2.2
Atlético Madrid,2024-25,34,67,29,1.7000000000000002
Atlético Madrid,2024-25,35,70,33,4.300000000000001
Atlético Madrid,2024-25,36,70,31,2.9000000000000004
Atlético Madrid,2024-25,37,73,34,2.1000000000000005
Atlético Madrid,2024-25,38,76,38,3.4000000000000004
Barcelona,2024-25,1,3,1,-1.2000000000000002
Barcelona,2024-25,2,6,2,-1.0000000000000002
Barcelona,2024-25,3,9,3,-0.40000000000000013
Barcelona,2024-25,4,12,10,1.8999999999999997
Barcelona,2024-25,5,15,13,4.0
Barcelona,2024-25,6,18,17,5.1
Barcelona,2024-25,7,21,18,4.199999999999999
Barcelona,2024-25,8,21,16,5.3999999999999995
Barcelona,2024-25,9,24,19,5.699999999999999
Barcelona,2024-25,10,27,23,6.8999999999999995
Barcelona,2024-25,11,30,27,8.299999999999999
Barcelona,2024-25,12,33,29,9.5
Barcelona,2024-25,13,33,28,8.799999999999999
Barcelona,2024-25,14,34,28,9.0
Barcelona,2024-25,15,34,27,7.699999999999999
Barcelona,2024-25,16,35,27,7.8
Barcelona,2024-25,17,35,26,5.199999999999999
Barcelona,2024-25,18,35,25,3.4999999999999996
Barcelona,2024-25,19,38,29,3.4999999999999996
Barcelona,2024-25,20,39,29,2.1999999999999997
Barcelona,2024-25,21,42,35,4.799999999999999
Barcelona,2024-25,22,45,36,4.799999999999999
Barcelona,2024-25,23,48,39,6.8999999999999995
Barcelona,2024-25,24,51,40,5.6
Barcelona,2024-25,25,54,42,6.199999999999999
Barcelona,2024-25,26,57,46,7.4
Barcelona,2024-25,27,60,49,6.699999999999999
Barcelona,2024-25,28,63,51,9.4
Barcelona,2024-25,29,66,54,11.1
Barcelona,2024-25,30,67,54,10.7
Barcelona,2024-25,31,70,55,10.3
Barcelona,2024-25,32,73,56,11.4
Barcelona,2024-25,33,76,57,9.100000000000001
Barcelona,2024-25,34,79,58,9.200000000000001
Barcelona,2024-25,35,82,59,9.0
Barcelona,2024-25,36,85,61,10.4
Barcelona,2024-25,37,85,60,11.0
Barcelona,2024-25,38,88,63,10.5
Real Betis,2024-25,1,1,0,-0.3999999999999999
Real Betis,2024-25,2,2,0,-1.9
Real Betis,2024-25,3,5,1,-2.5
Real Betis,2024-25,4,5,-1,-3.1
Real Betis,2024-25,5,8,1,-3.2
Real Betis,2024-25,6,8,0,-3.2
Real Betis,2024-25,7,9,0,-4.1
Real Betis,2024-25,8,12,1,-5.2
Real Betis,2024-25,9,12,0,-5.8
Real Betis,2024-25,10,15,1,-5.9
Real Betis,2024-25,11,18,2,-6.8
Real Betis,2024-25,12,19,2,-6.7
Real Betis,2024-25,13,20,2,-6.300000000000001
Real Betis,2024-25,14,20,0,-5.6000000000000005
Real Betis,2024-25,15,20,-2,-6.0
Real Betis,2024-25,16,21,-2,-7.1000000000000005
Real Betis,2024-25,17,24,-1,-5.9
Real Betis,2024-25,18,25,-1,-7.000000000000001
Real Betis,2024-25,19,25,-2,-7.700000000000001
Real Betis,2024-25,20,25,-4,-7.200000000000001
Real Betis,2024-25,21,28,-3,-6.6000000000000005
Real Betis,2024-25,22,29,-3,-5.700000000000001
Real Betis,2024-25,23,29,-4,-5.000000000000001
Real Betis,2024-25,24,32,-1,-4.300000000000001
Real Betis,2024-25,25,35,0,-4.300000000000001
Real Betis,2024-25,26,38,1,-4.7
Real Betis,2024-25,27,41,2,-6.0
Real Betis,2024-25,28,44,3,-5.700000000000001
Real Betis,2024-25,29,47,4,-4.800000000000001
Real Betis,2024-25,30,48,4,-4.1000000000000005
Real Betis,2024-25,31,48,3,-4.500000000000001
Real Betis,2024-25,32,51,5,-3.2000000000000006
Real Betis,2024-25,33,54,9,-0.10000000000000053
Real Betis,2024-25,34,57,10,0.7999999999999994
Real Betis,2024-25,35,58,10,1.3999999999999995
Real Betis,2024-25,36,59,10,2.1999999999999993
Real Betis,2024-25,37,59,7,2.2999999999999994
Real Betis,2024-25,38,60,7,2.3999999999999995
Celta Vigo,2024-25,1,3,1,1.2
Celta Vigo,2024-25,2,6,3,2.9
Celta Vigo,2024-25,3,6,2,3.1999999999999997
Celta Vigo,2024-25,4,6,1,3.5
Celta Vigo,2024-25,5,9,3,4.699999999999999
Celta Vigo,2024-25,6,9,1,4.3999999999999995
Celta Vigo,2024-25,7,9,0,2.8999999999999995
Celta Vigo,2024-25,8,10,0,3.3999999999999995
Celta Vigo,2024-25,9,13,1,3.5999999999999996
